source_label,source_file,relation,target_label,target_file,confidence,context
cli(),.agents/skills/impeccable/scripts/context.mjs,calls,resolveTargetSelection(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
cli(),.agents/skills/impeccable/scripts/context.mjs,calls,buildTargetSelectionDirective(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
cli(),.agents/skills/impeccable/scripts/context.mjs,calls,loadContext(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
cli(),.agents/skills/impeccable/scripts/context.mjs,calls,computeUpdateDirective(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
cli(),.agents/skills/impeccable/scripts/context.mjs,calls,appendSurfaceBriefContext(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
cli(),.agents/skills/impeccable/scripts/context.mjs,calls,buildResolvedContextDirective(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
cli(),.agents/skills/impeccable/scripts/context.mjs,calls,appendDetectorFallback(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
cli(),.agents/skills/impeccable/scripts/context.mjs,calls,appendImageGenDirective(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
cli(),.agents/skills/impeccable/scripts/context.mjs,calls,appendAutonomyCounterDirective(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
cli(),.agents/skills/impeccable/scripts/context.mjs,calls,appendSubagentAuthorizationDirective(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
cli(),.agents/skills/impeccable/scripts/context.mjs,calls,shouldWarnMissingTarget(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
cli(),.agents/skills/impeccable/scripts/context.mjs,calls,buildMissingTargetDirective(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
cli(),.agents/skills/impeccable/scripts/context.mjs,calls,appendStalenessDirective(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
cli(),.agents/skills/impeccable/scripts/context.mjs,calls,loadNativePlatformReferences(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
cli(),.agents/skills/impeccable/scripts/context.mjs,calls,extractSectionValue(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
computeUpdateDirective(),.agents/skills/impeccable/scripts/context.mjs,calls,updateCheckDisabledByConfig(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
computeUpdateDirective(),.agents/skills/impeccable/scripts/context.mjs,calls,readLocalSkillVersion(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
computeUpdateDirective(),.agents/skills/impeccable/scripts/context.mjs,calls,readUpdateCache(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
computeUpdateDirective(),.agents/skills/impeccable/scripts/context.mjs,calls,fetchLatestSkillVersion(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
computeUpdateDirective(),.agents/skills/impeccable/scripts/context.mjs,calls,writeUpdateCache(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
computeUpdateDirective(),.agents/skills/impeccable/scripts/context.mjs,calls,compareSemver(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
computeUpdateDirective(),.agents/skills/impeccable/scripts/context.mjs,calls,buildUpdateDirective(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
contextSourceStatus(),.agents/skills/impeccable/scripts/context.mjs,calls,isPathInsideOrEqual(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
directChildDirs(),.agents/skills/impeccable/scripts/context.mjs,calls,isIgnoredWorkspaceDiscoveryDir(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
discoverRootsForPattern(),.agents/skills/impeccable/scripts/context.mjs,calls,normalizeWorkspacePattern(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
discoverRootsForPattern(),.agents/skills/impeccable/scripts/context.mjs,calls,walkDirs(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
discoverRootsForPattern(),.agents/skills/impeccable/scripts/context.mjs,calls,isCandidateProjectRoot(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
discoverRootsForPattern(),.agents/skills/impeccable/scripts/context.mjs,calls,directChildDirs(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
discoverRootsForPattern(),.agents/skills/impeccable/scripts/context.mjs,calls,expandSimplePattern(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
discoverTargetCandidates(),.agents/skills/impeccable/scripts/context.mjs,calls,readProjectPatternGroups(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
discoverTargetCandidates(),.agents/skills/impeccable/scripts/context.mjs,calls,discoverRootsForPattern(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
discoverTargetCandidates(),.agents/skills/impeccable/scripts/context.mjs,calls,isIgnoredWorkspaceDiscoveryDir(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
discoverTargetCandidates(),.agents/skills/impeccable/scripts/context.mjs,calls,isSelectableCandidate(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
discoverTargetCandidates(),.agents/skills/impeccable/scripts/context.mjs,calls,findTargetExample(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
discoverTargetCandidates(),.agents/skills/impeccable/scripts/context.mjs,calls,resolveCandidateContextSummary(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
expandSimplePattern(),.agents/skills/impeccable/scripts/context.mjs,calls,isIgnoredWorkspaceDiscoveryDir(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
expandSimplePattern(),.agents/skills/impeccable/scripts/context.mjs,calls,segmentMatches(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
extractPlatform(),.agents/skills/impeccable/scripts/context.mjs,calls,extractSectionValue(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
extractSectionValue(),.agents/skills/impeccable/scripts/context.mjs,calls,escapeRegExp(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
findMonorepoRoot(),.agents/skills/impeccable/scripts/context.mjs,calls,isMonorepoRoot(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
findMonorepoRoot(),.agents/skills/impeccable/scripts/context.mjs,calls,hasGitBoundary(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
hasFallbackWorkspaceChildren(),.agents/skills/impeccable/scripts/context.mjs,calls,isIgnoredWorkspaceDiscoveryDir(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
hookEnabledAt(),.agents/skills/impeccable/scripts/context.mjs,calls,truthyEnv(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
hookEnabledAt(),.agents/skills/impeccable/scripts/context.mjs,calls,readJson(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
isCandidateProjectRoot(),.agents/skills/impeccable/scripts/context.mjs,calls,firstExisting(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
isExcludedByWorkspacePattern(),.agents/skills/impeccable/scripts/context.mjs,calls,normalizeWorkspacePattern(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
isExcludedByWorkspacePattern(),.agents/skills/impeccable/scripts/context.mjs,calls,workspacePatternMatchesRel(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
isMonorepoRoot(),.agents/skills/impeccable/scripts/context.mjs,calls,normalizeWorkspacePattern(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
isMonorepoRoot(),.agents/skills/impeccable/scripts/context.mjs,calls,readProjectPatterns(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
isMonorepoRoot(),.agents/skills/impeccable/scripts/context.mjs,calls,hasFallbackWorkspaceChildren(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
isPathInsideOrEqual(),.agents/skills/impeccable/scripts/context.mjs,calls,isPathInside(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
isSelectableCandidate(),.agents/skills/impeccable/scripts/context.mjs,calls,isExcludedByWorkspacePattern(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
isSelectableCandidate(),.agents/skills/impeccable/scripts/context.mjs,calls,projectRootFromWorkspacePattern(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
loadContext(),.agents/skills/impeccable/scripts/context.mjs,calls,hasVisualImplementation(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
loadContext(),.agents/skills/impeccable/scripts/context.mjs,calls,resolveContext(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
loadContext(),.agents/skills/impeccable/scripts/context.mjs,calls,safeRead(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
loadContext(),.agents/skills/impeccable/scripts/context.mjs,calls,extractPlatform(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
loadContext(),.agents/skills/impeccable/scripts/context.mjs,calls,resolveSurfaceBrief(),.agents/skills/impeccable/scripts/lib/surface-briefs.mjs,EXTRACTED,call
loadContext(),.agents/skills/impeccable/scripts/context.mjs,calls,hasTargetOption(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
loadNativePlatformReferences(),.agents/skills/impeccable/scripts/context.mjs,calls,safeRead(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
nearestPackageRootBetween(),.agents/skills/impeccable/scripts/context.mjs,calls,isPathInsideOrEqual(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
nearestProjectLikeRoot(),.agents/skills/impeccable/scripts/context.mjs,calls,firstExisting(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
nearestTargetContextRoot(),.agents/skills/impeccable/scripts/context.mjs,calls,isPathInside(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
nearestTargetContextRoot(),.agents/skills/impeccable/scripts/context.mjs,calls,resolveLocalContextDir(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
parseCliOptions(),.agents/skills/impeccable/scripts/context.mjs,calls,parseTargetOptions(),.agents/skills/impeccable/scripts/lib/target-args.mjs,EXTRACTED,call
parseYamlFlowList(),.agents/skills/impeccable/scripts/context.mjs,calls,unquoteYamlValue(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
projectRootFromDoubleStarPattern(),.agents/skills/impeccable/scripts/context.mjs,calls,segmentMatches(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
projectRootFromDoubleStarPattern(),.agents/skills/impeccable/scripts/context.mjs,calls,nearestPackageRootBetween(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
projectRootFromWorkspacePattern(),.agents/skills/impeccable/scripts/context.mjs,calls,normalizeWorkspacePattern(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
projectRootFromWorkspacePattern(),.agents/skills/impeccable/scripts/context.mjs,calls,projectRootFromDoubleStarPattern(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
projectRootFromWorkspacePattern(),.agents/skills/impeccable/scripts/context.mjs,calls,segmentMatches(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
projectRootsDiagnostic(),.agents/skills/impeccable/scripts/context.mjs,calls,hasTargetOption(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
projectRootsDiagnostic(),.agents/skills/impeccable/scripts/context.mjs,calls,readImpeccableProjectRoots(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
projectRootsDiagnostic(),.agents/skills/impeccable/scripts/context.mjs,calls,discoverTargetCandidates(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
readImpeccableProjectRoots(),.agents/skills/impeccable/scripts/context.mjs,calls,readJson(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
readLernaWorkspaces(),.agents/skills/impeccable/scripts/context.mjs,calls,readJson(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
readPackageWorkspaces(),.agents/skills/impeccable/scripts/context.mjs,calls,readJson(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
readPnpmWorkspaces(),.agents/skills/impeccable/scripts/context.mjs,calls,stripYamlInlineComment(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
readPnpmWorkspaces(),.agents/skills/impeccable/scripts/context.mjs,calls,parseYamlFlowList(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
readPnpmWorkspaces(),.agents/skills/impeccable/scripts/context.mjs,calls,unquoteYamlValue(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
readProjectPatternGroups(),.agents/skills/impeccable/scripts/context.mjs,calls,readImpeccableProjectRoots(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
readProjectPatternGroups(),.agents/skills/impeccable/scripts/context.mjs,calls,readPackageWorkspaces(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
readProjectPatternGroups(),.agents/skills/impeccable/scripts/context.mjs,calls,readPnpmWorkspaces(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
readProjectPatternGroups(),.agents/skills/impeccable/scripts/context.mjs,calls,readLernaWorkspaces(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
readProjectPatterns(),.agents/skills/impeccable/scripts/context.mjs,calls,readProjectPatternGroups(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
resolveCandidateContextSummary(),.agents/skills/impeccable/scripts/context.mjs,calls,resolveContext(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
resolveCandidateContextSummary(),.agents/skills/impeccable/scripts/context.mjs,calls,contextSourceStatus(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
resolveCandidateContextSummary(),.agents/skills/impeccable/scripts/context.mjs,calls,contextSourcePath(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
resolveContext(),.agents/skills/impeccable/scripts/context.mjs,calls,resolveProject(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
resolveContext(),.agents/skills/impeccable/scripts/context.mjs,calls,resolveLocalContextDir(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
resolveContext(),.agents/skills/impeccable/scripts/context.mjs,calls,firstExisting(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
resolveContext(),.agents/skills/impeccable/scripts/context.mjs,calls,resolveEnvContextDir(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
resolveContextDir(),.agents/skills/impeccable/scripts/context.mjs,calls,resolveContext(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
resolveLocalContextDir(),.agents/skills/impeccable/scripts/context.mjs,calls,firstExisting(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
resolveProject(),.agents/skills/impeccable/scripts/context.mjs,calls,resolveTargetDir(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
resolveProject(),.agents/skills/impeccable/scripts/context.mjs,calls,findMonorepoRoot(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
resolveProject(),.agents/skills/impeccable/scripts/context.mjs,calls,isPathInside(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
resolveProject(),.agents/skills/impeccable/scripts/context.mjs,calls,nearestTargetContextRoot(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
resolveProject(),.agents/skills/impeccable/scripts/context.mjs,calls,resolveWorkspaceProjectRoot(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
resolveProjectRoot(),.agents/skills/impeccable/scripts/context.mjs,calls,resolveProject(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
resolveTargetSelection(),.agents/skills/impeccable/scripts/context.mjs,calls,hasTargetOption(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
resolveTargetSelection(),.agents/skills/impeccable/scripts/context.mjs,calls,resolveProject(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
resolveTargetSelection(),.agents/skills/impeccable/scripts/context.mjs,calls,discoverTargetCandidates(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
resolveWorkspaceProjectRoot(),.agents/skills/impeccable/scripts/context.mjs,calls,readProjectPatternGroups(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
resolveWorkspaceProjectRoot(),.agents/skills/impeccable/scripts/context.mjs,calls,isExcludedByWorkspacePattern(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
resolveWorkspaceProjectRoot(),.agents/skills/impeccable/scripts/context.mjs,calls,projectRootFromWorkspacePattern(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
resolveWorkspaceProjectRoot(),.agents/skills/impeccable/scripts/context.mjs,calls,nearestProjectLikeRoot(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
segmentMatches(),.agents/skills/impeccable/scripts/context.mjs,calls,escapeRegExp(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
cli(),.agents/skills/impeccable/scripts/context-signals.mjs,calls,gatherSignals(),.agents/skills/impeccable/scripts/context-signals.mjs,EXTRACTED,call
devServerSignals(),.agents/skills/impeccable/scripts/context-signals.mjs,calls,probePort(),.agents/skills/impeccable/scripts/context-signals.mjs,EXTRACTED,call
gatherSignals(),.agents/skills/impeccable/scripts/context-signals.mjs,calls,loadContext(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
gatherSignals(),.agents/skills/impeccable/scripts/context-signals.mjs,calls,gitSignals(),.agents/skills/impeccable/scripts/context-signals.mjs,EXTRACTED,call
gatherSignals(),.agents/skills/impeccable/scripts/context-signals.mjs,calls,hasCode(),.agents/skills/impeccable/scripts/context-signals.mjs,EXTRACTED,call
gatherSignals(),.agents/skills/impeccable/scripts/context-signals.mjs,calls,extractPlatform(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
gatherSignals(),.agents/skills/impeccable/scripts/context-signals.mjs,calls,latestCritique(),.agents/skills/impeccable/scripts/context-signals.mjs,EXTRACTED,call
gatherSignals(),.agents/skills/impeccable/scripts/context-signals.mjs,calls,devServerSignals(),.agents/skills/impeccable/scripts/context-signals.mjs,EXTRACTED,call
gatherSignals(),.agents/skills/impeccable/scripts/context-signals.mjs,calls,scanTargets(),.agents/skills/impeccable/scripts/context-signals.mjs,EXTRACTED,call
latestCritique(),.agents/skills/impeccable/scripts/context-signals.mjs,calls,getCritiqueDir(),.agents/skills/impeccable/scripts/lib/impeccable-paths.mjs,EXTRACTED,call
scanTargets(),.agents/skills/impeccable/scripts/context-signals.mjs,calls,hasCode(),.agents/skills/impeccable/scripts/context-signals.mjs,EXTRACTED,call
walkDirs(),.agents/skills/impeccable/scripts/context.mjs,calls,isIgnoredWorkspaceDiscoveryDir(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
workspacePatternMatchesRel(),.agents/skills/impeccable/scripts/context.mjs,calls,normalizeWorkspacePattern(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
workspacePatternMatchesRel(),.agents/skills/impeccable/scripts/context.mjs,calls,segmentMatches(),.agents/skills/impeccable/scripts/context.mjs,EXTRACTED,call
coerceSlug(),.agents/skills/impeccable/scripts/critique-storage.mjs,calls,slugFromTarget(),.agents/skills/impeccable/scripts/lib/target-slug.mjs,EXTRACTED,call
listSnapshotsForSlug(),.agents/skills/impeccable/scripts/critique-storage.mjs,calls,getCritiqueDir(),.agents/skills/impeccable/scripts/lib/impeccable-paths.mjs,EXTRACTED,call
main(),.agents/skills/impeccable/scripts/critique-storage.mjs,calls,slugFromTarget(),.agents/skills/impeccable/scripts/lib/target-slug.mjs,EXTRACTED,call
main(),.agents/skills/impeccable/scripts/critique-storage.mjs,calls,coerceSlug(),.agents/skills/impeccable/scripts/critique-storage.mjs,EXTRACTED,call
main(),.agents/skills/impeccable/scripts/critique-storage.mjs,calls,writeSnapshot(),.agents/skills/impeccable/scripts/critique-storage.mjs,EXTRACTED,call
main(),.agents/skills/impeccable/scripts/critique-storage.mjs,calls,readLatestSnapshot(),.agents/skills/impeccable/scripts/critique-storage.mjs,EXTRACTED,call
main(),.agents/skills/impeccable/scripts/critique-storage.mjs,calls,readTrend(),.agents/skills/impeccable/scripts/critique-storage.mjs,EXTRACTED,call
readLatestSnapshot(),.agents/skills/impeccable/scripts/critique-storage.mjs,calls,listSnapshotsForSlug(),.agents/skills/impeccable/scripts/critique-storage.mjs,EXTRACTED,call
readLatestSnapshot(),.agents/skills/impeccable/scripts/critique-storage.mjs,calls,parseFrontmatter(),.agents/skills/impeccable/scripts/critique-storage.mjs,EXTRACTED,call
readTrend(),.agents/skills/impeccable/scripts/critique-storage.mjs,calls,listSnapshotsForSlug(),.agents/skills/impeccable/scripts/critique-storage.mjs,EXTRACTED,call
readTrend(),.agents/skills/impeccable/scripts/critique-storage.mjs,calls,parseFrontmatter(),.agents/skills/impeccable/scripts/critique-storage.mjs,EXTRACTED,call
writeSnapshot(),.agents/skills/impeccable/scripts/critique-storage.mjs,calls,getCritiqueDir(),.agents/skills/impeccable/scripts/lib/impeccable-paths.mjs,EXTRACTED,call
writeSnapshot(),.agents/skills/impeccable/scripts/critique-storage.mjs,calls,nowFilenameStamp(),.agents/skills/impeccable/scripts/critique-storage.mjs,EXTRACTED,call
writeSnapshot(),.agents/skills/impeccable/scripts/critique-storage.mjs,calls,serializeFrontmatter(),.agents/skills/impeccable/scripts/critique-storage.mjs,EXTRACTED,call
detectCsp(),.agents/skills/impeccable/scripts/detect-csp.mjs,calls,walk(),.agents/skills/impeccable/scripts/detect-csp.mjs,EXTRACTED,call
addVisualContrastFindings(),.agents/skills/impeccable/scripts/detector/browser/injected/index.mjs,calls,shouldRunVisualContrast(),.agents/skills/impeccable/scripts/detector/browser/injected/index.mjs,EXTRACTED,call
addVisualContrastFindings(),.agents/skills/impeccable/scripts/detector/browser/injected/index.mjs,calls,disconnectLazyVisualContrastObserver(),.agents/skills/impeccable/scripts/detector/browser/injected/index.mjs,EXTRACTED,call
addVisualContrastFindings(),.agents/skills/impeccable/scripts/detector/browser/injected/index.mjs,calls,visualContrastOptions(),.agents/skills/impeccable/scripts/detector/browser/injected/index.mjs,EXTRACTED,call
addVisualContrastFindings(),.agents/skills/impeccable/scripts/detector/browser/injected/index.mjs,calls,analyzeVisualContrast(),.agents/skills/impeccable/scripts/detector/browser/injected/index.mjs,EXTRACTED,call
